system:index,model,pr,scenario,year,.geo
50,ACCESS-CM2,-0.16216496975443973,ssp585,2070,"{""type"":""MultiPoint"",""coordinates"":[]}"
51,ACCESS-CM2,0.22069983323728565,ssp585,2071,"{""type"":""MultiPoint"",""coordinates"":[]}"
52,ACCESS-CM2,-0.03670172968953058,ssp585,2072,"{""type"":""MultiPoint"",""coordinates"":[]}"
53,ACCESS-CM2,0.838232334861735,ssp585,2073,"{""type"":""MultiPoint"",""coordinates"":[]}"
54,ACCESS-CM2,0.18237625517977255,ssp585,2074,"{""type"":""MultiPoint"",""coordinates"":[]}"
55,ACCESS-CM2,0.034050990496667634,ssp585,2075,"{""type"":""MultiPoint"",""coordinates"":[]}"
56,ACCESS-CM2,0.6271932831598221,ssp585,2076,"{""type"":""MultiPoint"",""coordinates"":[]}"
57,ACCESS-CM2,1.7554896890810239,ssp585,2077,"{""type"":""MultiPoint"",""coordinates"":[]}"
58,ACCESS-CM2,-0.12565020617357883,ssp585,2078,"{""type"":""MultiPoint"",""coordinates"":[]}"
59,ACCESS-CM2,1.658967453149927,ssp585,2079,"{""type"":""MultiPoint"",""coordinates"":[]}"
60,ACCESS-CM2,1.5767014956797307,ssp585,2080,"{""type"":""MultiPoint"",""coordinates"":[]}"
61,ACCESS-CM2,2.3330102046588608,ssp585,2081,"{""type"":""MultiPoint"",""coordinates"":[]}"
62,ACCESS-CM2,1.1278158024486777,ssp585,2082,"{""type"":""MultiPoint"",""coordinates"":[]}"
63,ACCESS-CM2,0.18260417545209656,ssp585,2083,"{""type"":""MultiPoint"",""coordinates"":[]}"
64,ACCESS-CM2,1.6977112456423669,ssp585,2084,"{""type"":""MultiPoint"",""coordinates"":[]}"
65,ACCESS-CM2,0.9580988817672247,ssp585,2085,"{""type"":""MultiPoint"",""coordinates"":[]}"
66,ACCESS-CM2,1.0249925297694866,ssp585,2086,"{""type"":""MultiPoint"",""coordinates"":[]}"
67,ACCESS-CM2,-0.06460600735726892,ssp585,2087,"{""type"":""MultiPoint"",""coordinates"":[]}"
68,ACCESS-CM2,3.7751291759633077,ssp585,2088,"{""type"":""MultiPoint"",""coordinates"":[]}"
69,ACCESS-CM2,1.6068445933639128,ssp585,2089,"{""type"":""MultiPoint"",""coordinates"":[]}"
70,ACCESS-CM2,2.429715773320257,ssp585,2090,"{""type"":""MultiPoint"",""coordinates"":[]}"
71,ACCESS-CM2,2.3368898404721548,ssp585,2091,"{""type"":""MultiPoint"",""coordinates"":[]}"
72,ACCESS-CM2,3.8790124913824093,ssp585,2092,"{""type"":""MultiPoint"",""coordinates"":[]}"
73,ACCESS-CM2,-1.715485065686283,ssp585,2093,"{""type"":""MultiPoint"",""coordinates"":[]}"
74,ACCESS-CM2,1.7502250085829847,ssp585,2094,"{""type"":""MultiPoint"",""coordinates"":[]}"
75,ACCESS-CM2,0.4365393438401896,ssp585,2095,"{""type"":""MultiPoint"",""coordinates"":[]}"
76,ACCESS-CM2,0.8335579541601291,ssp585,2096,"{""type"":""MultiPoint"",""coordinates"":[]}"
77,ACCESS-CM2,0.6035486189323606,ssp585,2097,"{""type"":""MultiPoint"",""coordinates"":[]}"
78,ACCESS-CM2,3.242476871433401,ssp585,2098,"{""type"":""MultiPoint"",""coordinates"":[]}"
79,ACCESS-CM2,6.808490453862759,ssp585,2099,"{""type"":""MultiPoint"",""coordinates"":[]}"
80,ACCESS-CM2,0.7920551891538257,ssp585,2100,"{""type"":""MultiPoint"",""coordinates"":[]}"
