system:index,model,pr,scenario,year,.geo
20,ACCESS-CM2,5.387910741090098,ssp585,2040,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,ACCESS-CM2,7.682044115216032,ssp585,2041,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,ACCESS-CM2,8.62202671017713,ssp585,2042,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,ACCESS-CM2,5.714278146419837,ssp585,2043,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,ACCESS-CM2,8.888906601150712,ssp585,2044,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,ACCESS-CM2,6.0184552281487065,ssp585,2045,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,ACCESS-CM2,8.493699861928372,ssp585,2046,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,ACCESS-CM2,6.333114373222354,ssp585,2047,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,ACCESS-CM2,6.281844327495602,ssp585,2048,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,ACCESS-CM2,4.449251373515848,ssp585,2049,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,ACCESS-CM2,7.688575856051305,ssp585,2050,"{""type"":""MultiPoint"",""coordinates"":[]}"
31,ACCESS-CM2,11.278654450848085,ssp585,2051,"{""type"":""MultiPoint"",""coordinates"":[]}"
32,ACCESS-CM2,7.557942839133493,ssp585,2052,"{""type"":""MultiPoint"",""coordinates"":[]}"
33,ACCESS-CM2,8.520174910021838,ssp585,2053,"{""type"":""MultiPoint"",""coordinates"":[]}"
34,ACCESS-CM2,6.220517084766032,ssp585,2054,"{""type"":""MultiPoint"",""coordinates"":[]}"
35,ACCESS-CM2,7.526945140097677,ssp585,2055,"{""type"":""MultiPoint"",""coordinates"":[]}"
36,ACCESS-CM2,6.225411573662448,ssp585,2056,"{""type"":""MultiPoint"",""coordinates"":[]}"
37,ACCESS-CM2,5.8932249478479575,ssp585,2057,"{""type"":""MultiPoint"",""coordinates"":[]}"
38,ACCESS-CM2,5.314490738009871,ssp585,2058,"{""type"":""MultiPoint"",""coordinates"":[]}"
39,ACCESS-CM2,5.445744118032421,ssp585,2059,"{""type"":""MultiPoint"",""coordinates"":[]}"
40,ACCESS-CM2,6.744722547580452,ssp585,2060,"{""type"":""MultiPoint"",""coordinates"":[]}"
41,ACCESS-CM2,8.7708755317212,ssp585,2061,"{""type"":""MultiPoint"",""coordinates"":[]}"
42,ACCESS-CM2,9.115824532674152,ssp585,2062,"{""type"":""MultiPoint"",""coordinates"":[]}"
43,ACCESS-CM2,6.7226964735527135,ssp585,2063,"{""type"":""MultiPoint"",""coordinates"":[]}"
44,ACCESS-CM2,10.460786388119782,ssp585,2064,"{""type"":""MultiPoint"",""coordinates"":[]}"
45,ACCESS-CM2,7.760694454357704,ssp585,2065,"{""type"":""MultiPoint"",""coordinates"":[]}"
46,ACCESS-CM2,6.726717617661731,ssp585,2066,"{""type"":""MultiPoint"",""coordinates"":[]}"
47,ACCESS-CM2,9.488445942609333,ssp585,2067,"{""type"":""MultiPoint"",""coordinates"":[]}"
48,ACCESS-CM2,7.626928554232529,ssp585,2068,"{""type"":""MultiPoint"",""coordinates"":[]}"
49,ACCESS-CM2,7.507204942875709,ssp585,2069,"{""type"":""MultiPoint"",""coordinates"":[]}"
50,ACCESS-CM2,6.949901566533523,ssp585,2070,"{""type"":""MultiPoint"",""coordinates"":[]}"
51,ACCESS-CM2,7.33276636952525,ssp585,2071,"{""type"":""MultiPoint"",""coordinates"":[]}"
52,ACCESS-CM2,7.07536480659843,ssp585,2072,"{""type"":""MultiPoint"",""coordinates"":[]}"
53,ACCESS-CM2,7.950298871149699,ssp585,2073,"{""type"":""MultiPoint"",""coordinates"":[]}"
54,ACCESS-CM2,7.294442791467735,ssp585,2074,"{""type"":""MultiPoint"",""coordinates"":[]}"
55,ACCESS-CM2,7.14611752678463,ssp585,2075,"{""type"":""MultiPoint"",""coordinates"":[]}"
56,ACCESS-CM2,7.739259819447781,ssp585,2076,"{""type"":""MultiPoint"",""coordinates"":[]}"
57,ACCESS-CM2,8.867556225368986,ssp585,2077,"{""type"":""MultiPoint"",""coordinates"":[]}"
58,ACCESS-CM2,6.986416330114387,ssp585,2078,"{""type"":""MultiPoint"",""coordinates"":[]}"
59,ACCESS-CM2,8.771033989437887,ssp585,2079,"{""type"":""MultiPoint"",""coordinates"":[]}"
60,ACCESS-CM2,8.688768031967694,ssp585,2080,"{""type"":""MultiPoint"",""coordinates"":[]}"
61,ACCESS-CM2,9.445076740946826,ssp585,2081,"{""type"":""MultiPoint"",""coordinates"":[]}"
62,ACCESS-CM2,8.239882338736647,ssp585,2082,"{""type"":""MultiPoint"",""coordinates"":[]}"
63,ACCESS-CM2,7.29467071174006,ssp585,2083,"{""type"":""MultiPoint"",""coordinates"":[]}"
64,ACCESS-CM2,8.809777781930334,ssp585,2084,"{""type"":""MultiPoint"",""coordinates"":[]}"
65,ACCESS-CM2,8.070165418055185,ssp585,2085,"{""type"":""MultiPoint"",""coordinates"":[]}"
66,ACCESS-CM2,8.137059066057446,ssp585,2086,"{""type"":""MultiPoint"",""coordinates"":[]}"
67,ACCESS-CM2,7.047460528930694,ssp585,2087,"{""type"":""MultiPoint"",""coordinates"":[]}"
68,ACCESS-CM2,10.887195712251273,ssp585,2088,"{""type"":""MultiPoint"",""coordinates"":[]}"
69,ACCESS-CM2,8.718911129651875,ssp585,2089,"{""type"":""MultiPoint"",""coordinates"":[]}"
70,ACCESS-CM2,9.541782309608223,ssp585,2090,"{""type"":""MultiPoint"",""coordinates"":[]}"
71,ACCESS-CM2,9.44895637676012,ssp585,2091,"{""type"":""MultiPoint"",""coordinates"":[]}"
72,ACCESS-CM2,10.991079027670377,ssp585,2092,"{""type"":""MultiPoint"",""coordinates"":[]}"
73,ACCESS-CM2,5.3965814706016815,ssp585,2093,"{""type"":""MultiPoint"",""coordinates"":[]}"
74,ACCESS-CM2,8.86229154487095,ssp585,2094,"{""type"":""MultiPoint"",""coordinates"":[]}"
75,ACCESS-CM2,7.548605880128154,ssp585,2095,"{""type"":""MultiPoint"",""coordinates"":[]}"
76,ACCESS-CM2,7.94562449044809,ssp585,2096,"{""type"":""MultiPoint"",""coordinates"":[]}"
77,ACCESS-CM2,7.715615155220325,ssp585,2097,"{""type"":""MultiPoint"",""coordinates"":[]}"
78,ACCESS-CM2,10.354543407721362,ssp585,2098,"{""type"":""MultiPoint"",""coordinates"":[]}"
79,ACCESS-CM2,13.920556990150729,ssp585,2099,"{""type"":""MultiPoint"",""coordinates"":[]}"
80,ACCESS-CM2,7.904121725441788,ssp585,2100,"{""type"":""MultiPoint"",""coordinates"":[]}"
